media,user_name,mention_name,day,like_comment,comment,cont_of_reply,reply_comment_name,username_reply
infopandeglang,evi_septiani1609,,2 hari,3,spill pelakunya kak,0,@jujun_feb,jujun_feb
infopandeglang,yesita.rmdhnt,,2 hari,3,"yaaah ga seru, akunnya di gembok wkwk",0,@tanwiruljojo,tanwiruljojo
infopandeglang,icha_khairatunnisa,,2 hari,3,"cuma bisa liat bio nya, ""I believe in god"" tapi kelakuan kek penyembah Lucifer",0,@tanwiruljojo,tanwiruljojo
infopandeglang,hendri.febriansyah7,@tanwiruljojo,2 hari,3,jadi kota konoha bang 😂,0,,tanwiruljojo
infopandeglang,pengabdibeceng,,2 hari,3,"kampung soge masjid, panimbang jaya, panimbang",0,@tikka_aquariuss,aziz.khakim
infopandeglang,__fahm1,@dony_ferdianto,2 hari,3,Percuma bang kalo belum tembus lambe turah pura2 ga tau….,0,,dony_ferdianto
infopandeglang,adamsyaron46,,,3,kasih paham aja saudara kalau jiwa petarung itu bukan berani sama wanita toh🤙,0,@tegarpnca46,tegarpnca46
infopandeglang,d.daeseaa,,2 hari,3,"ada yg cek mah di dikti akuntansi untirta a, tapi urang teberani bilang pasti yah",0,@fidzsidik99,d.daeseaa
infoserang,jak_bayu90,,1 hari,3,anaknya siapa bukan nama nya siapa 😂,0,@ayunasn,dimaspashaofficial
infoserang,daniel.pard.s,,1 hari,3,malah ketawa lw bang..,0,@agung_cahyana28,agung_cahyana28
infoserang,baryaf,,1 hari,3,"kalau bingung ya dibaca slidenya sampai akhir, hadeh. 😑",0,@agung_cahyana28,agung_cahyana28
infoserang,irfan00_00,,1 hari,3,Maksud dari komen lu ini nanya prihal apa? Prihal definisi pemerkosaan atau prihal postingan di atas?,0,@agung_cahyana28,agung_cahyana28
infoserang,ahmad_jazili,,1 hari,3,"ga tau kronologi, ga mau baca... Yang  begini lah",0,@agung_cahyana28,agung_cahyana28
infoserang,nasi_liwet_tangerang,,1 hari,3,Kak kok bisa centang biru tp followernya.Postingannya cuma satu😮...suhu iniih,0,,myusuf.insta
infoserang,muhamadirfan271094,@nasi_liwet_tangerang,1 hari,3,kirim nasi liwet dlu kak wkwk,0,,myusuf.insta
infoserang,adisuparto,@pandeglangeksis,1 hari,2,Up gan,0,,
infoserang,msyukron10,,1 hari,2,Usut tuntas agar jera dan sm2 bs mrsakan dmpak dr klkuanya..atagfirullah alwi,0,,
infoserang,gmarethaaa,,1 hari,2,KAWAL AMPE KELAR !!!,0,,
infoserang,agus_erwiyandi,,1 hari,2,Up up up up up,0,,
infoserang,sanik_rdfth,,1 hari,2,"Paling gk kuat dan gak tega kalau denger berita begini. Apa kudu bawa setruman atau apa gitu ya buat melindungi diri, dan kalau bisa mh si pelaku di kirim ke kamp gulag Russia or Korea utara",0,,
infoserang,pyckunder,,1 hari,2,"Ketika islam mengajarkan jgn pacaran, tp awal dari pacaran dianggap hal biasa",0,,
infoserang,dianfdlhhh_,,1 hari,2,ga kebayang mba nya selama 3 thn jalanin hidupnya pasti kesiksa bgt🥺,0,,
infoserang,dhika_zaka,,1 hari,2,Parah bener nih org,0,,
infoserang,evitayyyy,@shelawt8604,1 hari,2,kamu hati hati kalo bergaul naudzubillah mindzalik,0,,
infoserang,smart.fren14,@hotmanparisofficial,1 hari,2,izin bapak semoga bisa dibantu,0,,
infoserang,hallo.haidar,@llvennn_,1 hari,2,liat,0,,
netizenserang,feryilhamjauda,,1 hari,2,Lagi2 banten viral nya selalu dgn skandal 😂,0,,
netizenserang,hikmah_upika0713,,1 hari,2,Astaghfirullah 😢😢😢😢 parah,0,,
netizenserang,_ininuuu,,1 hari,2,Spill ig dan foto pelaku dong,0,,
netizenserang,lil_44342,,1 hari,2,Kalau bener lolos dari jeratan hukum. bener² Pandeglang ini,0,,
netizenserang,arull206syaffrudin,@hotmanparisofficial,1 hari,2,Di gas mang,0,,
infopandeglang,tatuzahrotuluyun95,,1 hari,2,Maju terus Pak..,0,,
infopandeglang,faishol.el,,1 hari,2,Harusnya di atas 10 thn,0,,
infopandeglang,anisarahayuags_,@rizky_arifiantoo,1 hari,2,Kawal terus abang 🔥,0,,
infopandeglang,ohanalkevino10,@lbh.rakyatbanten,1 hari,2,Jangan lupa terus dukung tim kuasa hukum korban dari LBH RB,0,,
infopandeglang,firza_review,@refkiabdilah,1 hari,2,Wakil ente tuh  😮,0,,
infopandeglang,fairouz.arienugroho,@undercover.id,1 hari,2,Kasus porn revenge Pandeglang Banten,0,,
infopandeglang,imazz.moetz,,1 hari,2,Kirain di lembur batur doank lamun Viral karak di UP horeng ngalaman oge di lembur kelahiran... semoga hal baik segera terungkap bisa mendapatkan keadilan seadil2nya amin,0,,
infopandeglang,adeardiansyah26,@hotmanparisofficial,1 hari,2,Tag yuk   siapa tau beliau bisa membantu nya,0,,
infopandeglang,hallomaxs,,1 hari,2,Kan tuh kalau viral beda lagi ceritanya,0,,
bantenraya,suganda_2189,,1 hari,2,Sekalian dikebri nih orang,0,,
bantenraya,arssyahid,,1 hari,2,"Kawal terus min berita nya, jangan sampe kaya kasus nya Mario, borgol aja bisa lepas gitu 😂",0,,
infopandeglang,___lengkara,,2 hari,2,"masa harus viral dulu baru kerja bener sih, hadeh. kerja lah tanpa di pantau",0,,
infopandeglang,jizah1403,,2 hari,2,knp selalu perempuan lg yg jd korbannya😭,0,,
infopandeglang,ichsanmavlana,@hmsuntirta,2 hari,2,tolong tindak nih anggota lu,0,,
infopandeglang,wildanmutaqin_,@kompastv,2 hari,2,mohon di beritkan demi masa depan korban,0,,
infopandeglang,fairouz.arienugroho,@narasinewsroom,2 hari,2,Kasus Pandeglang Viral,0,,
infopandeglang,renieryanti2324,,2 hari,2,Upload ditiktok biar ramee😂,0,,
infopandeglang,enjoyment_official,,2 hari,2,Keadilan harus di tegakkan dan harus di tindaklanjuti sampai putusan pengadilan mengeluarkan keputusan vonis terhadap pelaku.,0,,
infopandeglang,nidalmahesa,,2 hari,2,OWW MUSUHHKU KASUS LAGI WKWWKW,0,,
infopandeglang,mas_apri0,@hotmanparisofficial,2 hari,2,Bismillah,0,,
infopandeglang,vhyrni,,2 hari,2,"semoga kedepannya semakin dilancarkan yaaa, titip salam buat korban semoga keadaannya segera membaik. semoga sekeluarga selalu diberi kesehatan dan kekuatan!",0,,
infopandeglang,ibenk_012,,2 hari,2,"Utk negeri tetangga kan kasus hukum itu harus viral dulu baru ditangani dengan baik, kalau di indonesia pastinya transparan dong. hukum di indonesia kan badebest",0,,
infopandeglang,fareel.wijaya,@detikcom,2 hari,2,"kasus yang melibatkan oknum jaksa kabupaten Pandeglang, provinsi Banten",0,,
infopandeglang,rikrkmna,@matanajwa,2 hari,2,"Harus d ungkap dulu nihh biasanya, minta bantuan nya ,   biar kasus nya d usut tuntas",0,,
infopandeglang,nurfitririka,@polres_pandeglang,2 hari,2,hukum berat pelaku seberat beratnya!!!!!!,0,,
infopandeglang,pdgstateofrhino,,2 hari,2,Nyampe juga ke Pandeglang ni modus revenge porn. Mun lain budak pejabat mah mereun geus rumah digebugan sieta,0,,
infopandeglang,cherycey,@irnadimyati,2 hari,2,usut tuntas bu jaksa nya. Ini kasus serius loh bu,0,,
infopandeglang,belladmyntiiiiiii,,2 hari,2,Ini sih udh bukan lagi manusia laki nya 😠😠,0,,
infopandeglang,hawasi49,@ahmadsahroni88,2 hari,2,Mohon bantuannya,0,,
infopandeglang,inna_februari,@irnadimyati,2 hari,2,Tolong ini bu,0,,
infopandeglang,dstyfzhh,,2 hari,2,"JAHAT BANGET SUMPAH ITU MAH BUKAN MANUSIA LAGI, BINATANG!",0,,
infoserang,queensclinic.id,@ganosecteam.id,1 hari,2,h,0,,
infoserang,rideramelanistic,@hotman911official,1 hari,2,h,0,,
infoserang,sriindahmgfrh,@kejaksaan.ri,1 hari,2,h,0,,
infoserang,andresmood,@hotmanparisofficial,1 hari,2,h,0,,
infopandeglang,yunikarinaa,@nyinyir_update_oficial,2 hari,2,h,0,,
infopandeglang,sivaaass_,@irnadimyati,2 hari,2,h,0,,
infopandeglang,ekasumantri599,@irnadimyati,2 hari,2,h,0,,
infopandeglang,sivaaass_,@irnadimyati,2 hari,2,h,0,,
infopandeglang,ekasumantri599,@irnadimyati,2 hari,2,h,0,,
info.banten,holwanie15,,1 hari,2,Harus nunggu viral dulu.. 😪😪😪 Miris Hukum negri konoha Tumpul..,0,,
info.banten,nfitrianidewi,@irnadimyati,1 hari,2,"Yg terhormat ibu kita  bagaimana kelanjutannya ibu? Tidakkah cape dan malu dengan kasus seperti ini, kemarin2 saudara saya yg dibunuh sadis oleh mantan pacarny, dan ini terjadi lg di daerah tercinta terkasih yaitu kab. Pandeglang, dengan hal yg serupa hanya berbeda ini masih hidup dan yg pertama meninggal tragis, akannya berakhir seperti itu juga ? Tlg di tindak seadil2nya jangan bungkam semua org sama dimata hukum, ya cuma skrg yg ngebedain kamu punya kekuasaan dan uang tidak. Nuhun",0,,
info.banten,rizalogik,@mohmahfudmd,1 hari,2,Bapak   🙏,0,,
info.banten,whyuningsih_ayu,,1 hari,2,Namanya gasebagus kelakuannya😢,0,,
info.banten,eldi_funxbumz,,1 hari,2,Keberatan nama jadi kelenger 😂,0,,
info.banten,mas_apri0,,1 hari,2,Salam olahraga di rutann bang😄,0,,
info.banten,suganda_2189,,1 hari,2,"Padahal anak mantan dlh gmn anak gubernur parah nih klo sampai gak dihukum berat,bila perlu dikebiri nih bagsat",0,,
info.banten,ofaymustofa94,,1 hari,2,Hukum Mati aja min,0,,
pandeglangeksis,ratufikririzki,,5 jam,2,Emang Kejari Merangkap Psikolog kah? 🥲,0,,
pandeglangeksis,yasiroh97,,4 jam,2,lah damai ?? kok gtu yak?? ga ksian sma korbanyaa toh ?? ini gmnaa si crtnyaa hal kya gni smena2 d spelein bngt..pntesan bnyak yg sring trjdi kyaa gni. hukumnyaa sih bcndaa trus,0,,
pandeglangeksis,a_aajii22,@pandeglang24jam,6 jam,2,kumaha barudakk,0,,
infopandeglang,sandymjhd_,,2 hari,2,asli?,0,@llinkarr,jujun_feb
infopandeglang,incu_ultram4n,,2 hari,2,akun pelaku nya bukan bang?,0,@llinkarr,jujun_feb
infopandeglang,llinkarr,,2 hari,2,iya,0,@sandymjhd_,jujun_feb
infopandeglang,arlinaa07,,2 hari,2,gaasik akunnya private 🔥,0,@tanwiruljojo,tanwiruljojo
infopandeglang,akunnabila_,@tanwiruljojo,2 hari,2,betul❤️‍🔥,0,,tanwiruljojo
infopandeglang,feeljuice_id,@tanwiruljojo,2 hari,2,kan emg belakangan ini kasus Pandeglang pasti mslh seksual2 dan seksual,0,,tanwiruljojo
infopandeglang,llinkarr,,2 hari,2,@(null) ya emang di private tapi dia oknum bejadnya,0,,latief_intan
infopandeglang,novitayanti000,,2 hari,2,anak pejabat,0,@latief_intan,latief_intan
infopandeglang,hawasi49,@ahmadsahroni88,2 hari,2,h,0,@aziz.khakim,aziz.khakim
infopandeglang,sanjaya_albantani,,2 hari,2,Lapor anggota dewan,0,@aziz.khakim,aziz.khakim
infopandeglang,sanjaya_albantani,,2 hari,2,biar dibantu sama mereka,0,@sanjaya_albantani,aziz.khakim
infopandeglang,pudholi7,@hotman911official,2 hari,2,sepertinya kalau abang yang turut masalahnya cepet selesai.,0,@hotmanparisofficial,aziz.khakim
infopandeglang,matiggresssssssss,@dony_ferdianto,2 hari,2,mohon atensinya atas dugaan oknum Jaksa di pandeglang,0,,dony_ferdianto
infopandeglang,belladmyntiiiiiii,,,2,org mana si dia,0,@fseptiansputra,fseptiansputra
infopandeglang,taufiqc16,,,2,ini bang IG nya. ?,0,@rizkyard15,fseptiansputra
infopandeglang,fathurrzkinrhmzh,,,2,eeee alwi lain fathur bangcatttt,0,@asshafi_,fseptiansputra
infopandeglang,krliaptry_,,,2,lagi serius2 baca komen mlh ngakak baca reply’an gni😭,0,@fathurrzkinrhmzh,fseptiansputra
infopandeglang,lindahutapia,,2 hari,2,kuat bangeeeeet anak yg luar biasa 3 tahun lho...,0,@fitri.handayani05_,fitri.handayani05_
infopandeglang,lisnaryu,,2 hari,2,pelaku dirumah ga si? Susulin aja dah ama netizen Pandeglang abis dah tu,0,@llinkarr,mira.dnaa
infopandeglang,inisakinah,,2 hari,2,yg berpendidikan itu pada paham kk ama ilmunya. Cuma kalah sama uang dan jabatan. Akhirnya mangut jdi ekor,0,@ira_spyh,ira_spyh
infoserang,_alwi.sihab,,1 hari,2,bukan saya kak😢,0,@nizarf_,dimaspashaofficial
infoserang,ayuniyusup,,1 hari,2,@ velvetxandy saya juga sama kesel nya ama admin 😂 banyak tingkah mentang2 anak pejabat giliran kena kasus nanti minta maaf ampe nangis2 lagi ... giliran ngelakuin kesalahannya begaya ampe ga punya hati ..,0,,dimaspashaofficial
infoserang,lussieztunnisa,,1 hari,2,fake,0,@yodie7,dimaspashaofficial
infoserang,rkmln1,,1 hari,2,"udah lah bang gausah ngurusin, cukup tau dan jadi pendengar aja, yg penting gak ngerugiin diri sendiri dan gak libatin lu juga bang.",0,@agung_cahyana28,agung_cahyana28
infoserang,ilham.ompong1,,1 hari,2,"mending di baca lagi bang, biasakan membaca. Di ancam di sebarkan video porno nya klo gak mau di sebanrin ada syaratnya, si cewek di paksa harus jdi pacarnya si dia(cowok yg memperkosanya).",0,@agung_cahyana28,agung_cahyana28
infoserang,agustimas_ag,,1 hari,2,baca lg bang. Pelaku memamksa korban untuk jadi pacarnya dgn cara di jebak pakai video. Korbannya di buat ga sadar,0,@agung_cahyana28,agung_cahyana28
infoserang,noni.hyati,,1 hari,2,iqra ..baca...heran deh suka bikin emosi aja,0,@agung_cahyana28,agung_cahyana28
infoserang,lindalstr00,,1 hari,2,ngeyeel,0,@agung_cahyana28,agung_cahyana28
infoserang,rbinrullah_,,1 hari,2,"Gas sih bang,btw tutor centang birunga dong😂",0,,myusuf.insta
infoserang,achmadsaefudinas,@romapcy,1 hari,2,"hahaha centang biru sudah biasa, centang Merah putih luar biasa.  Hidup keadilan usut tuntas bila perlu kandangin se umur hidup pelaku biar tidak ada lagi 4n*1n9 4n*1n9 lagi yang berkeliaran!!!",0,,myusuf.insta
infoserang,nasi_liwet_tangerang,@romapcy,1 hari,2,hhaahaha daripada pusing mikirin hidup bang 🤣🤣🤣,0,,myusuf.insta
infoserang,nasi_liwet_tangerang,@achmadsaefudinas,1 hari,2,aku biasa taunya  centong nasi bang jd agak2 norak yaa😂😂😂😂,0,,myusuf.insta
infoserang,frmnydi,,1 hari,2,mau ngakak tapi gimnaya wkwk,0,@aim.escobargaviria,aim.escobargaviria
infoserang,hafidherdian,,1 hari,2,te bisa d buka dok,0,@tanwiruljojo,tanwiruljojo
infoserang,noxxn._,@akhyrr_15,17 jam,1,"kota pandeglang, kota sejuta viral",0,,
infoserang,autoruneza,@hotmanparisofficial,1 hari,1,bang hotman tolong di cek bang siapa tau bisa bantu,0,,
infoserang,awahyudi_25,,20 jam,1,Mari bantu UP VIRALKAN,0,,
infoserang,ilhamaufasyhd19,@ahmadsahroni88,1 hari,1,🙌🙌,0,,
infoserang,bella_gabriiela,,1 hari,1,"Jiijikk bgt liat muka itu pelakuu,..",0,,
infoserang,san_fsyh,,1 hari,1,"kasusnya harus dikawal terus min, klo gak nanti kasusnya sama kyk kades kemaren...",0,,
infoserang,imaseeeeeee,,1 hari,1,"Akhirnyaa di up jugaa, semoga segera dapat keadilan untuk mba korban. Dan untuk pelaku alias ALWI HUSEN MAOLANA segera dapat hukuman yg seberat beratnya!!!!",0,,
infoserang,m_mardiannn,@jokowi,1 hari,1,miris bgt astgafirullah.. tolong bantu pak diusut tuntas kasian korban😢,0,,
infoserang,ultramen_sakti97,@m.sabilul_alif,18 jam,1,Ijin jendral     mohon untuk di jadikan atensi,0,,
infoserang,hilal_4920,,1 hari,1,Gas Weh kalo main hakim sendiri gk bisa terpaksa main hakim bersama,0,,
infoserang,mhmmdbqii,,6 jam,1,mukanya kaya sarang burung hantu,0,,
infoserang,haikalstyles,,23 jam,1,kebanyakan makan duit haram si,0,,
infoserang,listafaujiah,,1 hari,1,Semoga hukum tidak tumpul ke atas dan runcing kebawah. Peluk jauh untuk korbannya. ❤️,0,,
infoserang,darapuspa_makeup,,1 hari,1,KEBIRI COCOK!!!!!!!🔥🔥🔥🔥🔥🔥🔥🔥 geregett!!!!!!,0,,
infoserang,restiekalestari,,1 hari,1,Kalo sampe pelaku ga di hukum dengan semesti nya padahal udah bnyak bukti harus dipertanyakan sih  penegak keadilan masih bekerja sesuai sumpah nya ga?,0,,
infoserang,ramadani_s.r,,1 hari,1,Apa kabar orang PANDEGLANG ?,0,,
infoserang,evianayatiningsih13,,1 hari,1,Parah banget sich ini kejiwaannya naudzubillahmindzalik😢😢,0,,
infoserang,mhmmdbyy._,,1 hari,1,"lu punya duit, lu punya kuasa ibarat lu ga ber materi lawan orang yg ber materi",0,,
infoserang,mrswayong,,1 hari,1,pandeglang lagiiii.....🤦🤦🤦🤲,0,,
infoserang,abdlatif1306,,1 hari,1,"Ini kek nya pernah redup deh, skrg udh ke up lagi.... Tp klo sebelumnya muka si cowo nya di blur, dan sempat membela diri gtu... Memutar balikkan fakta",0,,
infoserang,jihanseptyaa,@ayunares,1 hari,1,Psikopat wkwk,0,,
infoserang,fahmifrz_,,1 hari,1,Haaaaah kasus pacaran biasa wtf bro  really sampe ngancem apalagi di sebarin video pemerkosaan dan udah 3 tahun masih di anggap kasus pacaran biasa? Damn sungguh alasan yang tidak masuk di akal sama sekali,0,,
infoserang,vinani.20,@hotmanparisofficial,1 hari,1,tolong di bantu bang hotman,0,,
infoserang,lilyafriani90,,1 hari,1,Biarkan hukum sosmed yg berlaku jentikan jemari netizen akan membuat pelaku dan keluarganya malu 7 turunan,0,,
infoserang,rika_rosalina_azka,,1 hari,1,Jancook lanangan opo ikuuu,0,,
infoserang,dsyaa__99,,1 hari,1,Belum juga usai kasus kemaren ehh sekarang ada lagi ya allah 😌,0,,
infoserang,nfadliipd,,1 hari,1,"alealwii__ tidak bisa menyebutkan disetting ig nya, silahkann ini anak baik nya",0,,
netizenserang,bundacantika_96,,1 hari,1,"Kasian banget sitetehnyaaa 😢😢, yg kuat ya teeeh . Semoga hukjm diprosesndengan seadil adilnya. Aamiiin",0,,
netizenserang,hyo_naabi,@hotmanparisofficial,1 hari,1,mohon dibantu pak 😢,0,,
netizenserang,netizen_tangerang,,1 hari,1,Miris amaat yaa,0,,
netizenserang,iin.inayah97,,1 hari,1,Bantu up biar di denger sama hukum🔥,0,,
netizenserang,rizki.hikmatulloh,@humaspoldabanten,1 hari,1,BUKTIIN KALO SILA KE 5 ITU MEMANG ADA.,0,,
netizenserang,riop726,,1 hari,1,CoBa foto pelaku ditampilin siapa tau ada yg ketemu di jalan bisa aja di ajak ngopi seklian karungin,0,,
netizenserang,aem_nu95,,1 hari,1,Viralkan,0,,
netizenserang,041005_boys,,1 hari,1,Hukum secara adil,0,,
netizenserang,tehcelup.sariwangi_,,1 hari,1,Anak mantan Pejabat,0,,
netizenserang,lulshh_,,1 hari,1,"Bener bener keadilan buat perempuan tu kaya nya Uda gaada deh,Apa perlu demo lagi kaya bulan lalu biar ditanggepin kejaksaan?heran gue aslii wkwkw!!! Mentang mentang anak pejabatt enak bgt seenaknya SM prempuan,celap celup sana sini so banget idup pake duit orangtua ajaa banyak tingkah ,emgg karna orangtua punya title Lo gabisa kena hukum ya? Jgn kebanyakan tingkah deh didunia mh emang enak shayyy HELLLOWWWW GIMANAAA kalo besok lo mati??",0,,
infopandeglang,bangari1986,,1 hari,1,"Revenge porn saya langsung cek di google min kmaren artinya apa, eh mimin baru muncul... Trus kasus kmren sudah selesaikah dgn harapan si pelaku mempertangung jawabkan atas perbuatannya atau bagaimana min??",0,,
infopandeglang,ceritanyaelanelki,,1 hari,1,Kawal trus bang kudel 👏,0,,
infopandeglang,aob_ilham,,1 hari,1,"Semoga segera mendapatkan keadilan. Kalaupun tidak hari ini, semoga kelak di akhirat. Semangat 😊😊😊",0,,
infopandeglang,nam_ta_rus,@rizky_arifiantoo,1 hari,1,Pres kudel idolaaa 😘😘,0,,
infopandeglang,rikkayyy_,@bernikaaifd_,1 hari,1,info info,0,,
infopandeglang,mybabygirllllllll,,1 hari,1,jaksa jadinya offline gais tanpa di ganti bukan jaksa cewe HAHAHA,0,,
infopandeglang,kervy_chocolatos,,1 hari,1,Weh si riski jadi pengacara 👏🔥,0,,
infopandeglang,bellinurgiyofani,@rizky_arifiantoo,2 jam,1,Aje kendor kudel,0,,
bantenraya,septalubis,,1 hari,1,miris asli 😢,0,,
bantenraya,dipanggilombob,,1 hari,1,Semoga nanti yg dapet karmanya anak istri sama emak lo bro,0,,
bantenraya,snurranisanaim,,1 hari,1,Ngerasa sakit hati bnget sih bacanyaa walaupun bukan org terdekatnya😢  jangan dblur geh min muka tersangkanyaa.. baturan deweke  tah min,0,,
bantenraya,ajimubarak_,,1 hari,1,"Coba dak eta bengeut si eta, ulah sok disensor, kabiasaan mun nukaritu disensoran bae naon meren maksudna, tah nyaho kabeh jelema, ulah disensor min ,, saha sih admina ieu?!",0,,
infopandeglang,erycaberlian,@indahvirga,2 hari,1,butuh di kawal om  biar viral,0,,
infopandeglang,sriihurii.h,,2 hari,1,Harus nunggu viral dulu kali yaa baru rame hmm,0,,
infopandeglang,riosyawaaal,@callme.laiilaa,2 hari,1,Tolong di bantu keluarga korban nya ka,0,,
infopandeglang,anislistianis,,2 hari,1,Selama 3 thn lo. Sakit bngt,0,,
infopandeglang,resisdelyano.p,,2 hari,1,Ker letik indungna ngidam tawon jeng sarang2 na😎,0,,
infopandeglang,doni97288,,2 hari,1,"Semalam ngobrol sama yg kenal pelaku, katanya wajar korban gak dapat keadilan soalnya orang tua pelaku punya kuasa di Pandeglang. Haduh ya Allah..",0,,
infopandeglang,deliaisnsr,@athread_id,1 hari,1,"Yang gak punya twitter, bisa cek di akun  ya 😢",0,,
infopandeglang,farhan_permanaa,,2 hari,1,"Ulah di Baturan Rok Lalaki Maen Fisik mh,teboga polo",0,,
infopandeglang,_evahilda,,2 hari,1,ytta aja sayamah wkwk,0,,
infopandeglang,nothnnas,,1 hari,1,"KATANYA NEGARA HUKUM,Tapi kok????? CUAKKK",0,,
infopandeglang,pujaagustin444_,,1 hari,1,"mentang"" cowo nya ank mantan pejabat, kepolisian ga berani ngsih ke aadilan buat si cewe??",0,,
infopandeglang,saepullaamri,,2 hari,1,"hirup di bumi kos kitu, komo di aherat eta budak.",0,,
infopandeglang,rianto8065,@sriihurii.h,2 hari,1,harusnya langsung lapor ke kejari pusat atau komnasham dan komnas perempuan pusat,0,,
infopandeglang,pujaagustin444_,,1 hari,1,Kasih keaadilaan dong buat cwe nya!!!,0,,
infopandeglang,auliamauldna,@alealwiii,2 hari,1,Nih ig nya guys  silahkan yg mau silaturahmi ke parasit satu ini 😃,0,,
infopandeglang,alexagus_tiawan,@abouttng,2 hari,1,mohon d bantu up min,0,,
infopandeglang,ahong_zrf,@indriaoktavianiii_,1 hari,1,"tag in nanas,kasih tau buat hati” di jktnya ya,banyak orang gila soalnya",0,,
infopandeglang,fatttmawati,,1 hari,1,pdg viral nu garoreng bae heran aing,0,,
infopandeglang,mohonizin.in,@ahmadsahroni88,2 hari,1,Semoga abang  bisa membantu agar penegak hukum bisa melek akan hukum 🙌,0,,
infopandeglang,memeys.f07,,2 hari,1,Emang kudu viral heula ngerakeun pandeglang deui bae!,0,,
infopandeglang,viki.adr_,,2 hari,1,F,0,,
infopandeglang,yosefisme_,@hotmanparisofficial,2 hari,1,No viral no justice. Mari kita viralkan netizen yg budiman. CC bang,0,,
infopandeglang,wildanmutaqin_,@kontras_update,2 hari,1,tolong bantu di viralkan demi masa depan korban,0,,
infopandeglang,fiirdaaa1,,2 hari,1,di sogok brpa bu jaksa buset,0,,
infopandeglang,ilhamfebriyana,@kejaripandeglang,2 hari,1,"Hese tuh ari duit jeng power nu ngomong mah, terlebih fungsi si jaksa dessy eta naon? Sampe ngajak katimu di luar ka korban.. Pake ngajual ngaran atasan na?  Ges di sogok sabaraha? Sampe sakitu na! Sampe nitah adik na menta no whatsapp korban dengan dalih salah nulis no wa di kejaksaan.. Haha lucu sekali  gimana itu  dengan oknum yg seperti itu? Bikin malu asli",0,,
infopandeglang,nipalsutiana,@porwan_pandeglang,2 hari,1,"“Kawalkawal guys, kalau nggak dikawal kaga bakal rungkad guy”. Cc :",0,,
infopandeglang,muhammadyusril_2,,2 hari,1,NETIZEN MANA NIH ADA TUGASS BARUU YANG HARUS DI UP,0,,
infopandeglang,beno_lieztianto24,,2 hari,1,"Kita negara hukum,hukum adalah tidak berpihak kemanapun mau itu berdasi berjas berseragam ketika salah maka kasih hukuman yg adil pa,masyarakat kecil juga butuh kadilan ketika sidang apapun maka transafaran biar masyarakat tidak suudzon.",0,,
infopandeglang,_ameelll97,,2 hari,1,pngn tau cewenyaaa kasian banget 🥺🥺,0,,
infopandeglang,afiii.mf,@irnadimyati,2 hari,1,"Tau kalau pejabat ngga bisa intervensi pada ranah peradilan, tapi coba bu rada di bantu. Pan ibu dekeut sama ibu kajarinya, sering satu frame bareng. Coba deh ibu baca dulu utasnya di twitter. Kasian bu.",0,,
infopandeglang,aprilinaas,@inadstriani,2 hari,1,nah baca ini geh,0,,
infopandeglang,secoundmeee,,2 hari,1,ale ketar ketir ga le,0,,
infopandeglang,fannn467,@irnadimyati,2 hari,1,ya kali Bu diem aja,0,,
infopandeglang,_rizal14,,2 hari,1,Ahir nya di up jugaak,0,,
infopandeglang,_isalfhrziii,,2 hari,1,Asa asa pelaku na😂,0,,
infopandeglang,nokifbnsyh_,@alealwiii,2 hari,1,"mi chat aja mas murah jangan cekok""an segala,sama ayam aja hahaha pantes",0,,
infopandeglang,ysxzhun,,2 hari,1,netizen coba cari tau tu muka dakjal satu biasanya netizen pinter pinter,0,,
infopandeglang,elbaract.id,@max.dwi,2 hari,1,kumaha pak pengacara? Minat mantuan? 🤭,0,,
infopandeglang,by12840,,2 hari,1,Apa harus viral dulu ya ?,0,,
infopandeglang,ratuayunrzzhh,,2 hari,1,Setiap buka sosial media isinya semua kekerasan kepada wanita rata rata😭. Liatnya sakit dadaa tauuu huuhu🥺🥺,0,,
infopandeglang,abusumayyah___,@ahmadsahroni88,2 hari,1,"Mohon bantuannya ndan  , prof",0,,
infopandeglang,mellayannti,,2 hari,1,Parah inimaaaa,0,,
infopandeglang,affanrams,,2 hari,1,Pantau,0,,
infopandeglang,fxxjayy,@ijah_khadijah222,2 hari,1,Bawakeun dukun naon jong ti sumur,0,,
infopandeglang,suryana.jalud,,2 hari,1,mantapnya kuari pandeglang kasusna.😢,0,,
infopandeglang,dwisamsulrizal40,@fauzisetiadifirdaus,2 hari,1,up bro,0,,
infopandeglang,reptor_001,@hotmanparisofficial,2 hari,1,Bang,0,,
infopandeglang,donimaulana.27,,2 hari,1,Miris dengan hukum keadilan di Konoha ini ( RIP ),0,,
infopandeglang,cntq13_,,2 hari,1,Gila jahat bgt anjr🥹,0,,
infoserang,adri.ansyah854,@hotmanparisofficial,1 hari,1,h,0,,
infoserang,mahheid97,@komnas.ham,1 hari,1,h,0,,
infoserang,rosianestu,@4maze,1 hari,1,h,0,,
infoserang,bibinxdonal,@matanajwa,1 hari,1,h,0,,
netizenserang,aikanaka_,@hotmanparisofficial,1 hari,1,h,0,,
infopandeglang,novaavrilya28,@hotmanparisofficial,1 hari,1,h,0,,
infopandeglang,ratu.wulan,@ajibtn,1 hari,1,h,0,,
infopandeglang,putrimulyasryh,@deliaputrrii,1 hari,1,h,0,,
infopandeglang,fathahgu,@mohmahfudmd,2 hari,1,h,0,,
infopandeglang,fathahgu,@mohmahfudmd,2 hari,1,h,0,,
