comment_en,Polarity,Analysis
"Sis, how can I check the blue but the follower is only one ... this temperature",0.0,Neutral
"Send liwet rice, sis, sis",0.0,Neutral
Up bro,0.0,Neutral
Investigate thoroughly so that the deterrent and SM2 can make it with the klki..atagfirullah alwi,0.0,Neutral
Guard until finished !!!,0.0,Neutral
Up up up up,0.0,Neutral
"The most strong and can't bear to hear this news. What should I bring a stretch or something like that to protect themselves, and if possible, the perpetrators are sent to the Gulag Russia or North Korean camp",0.3111111111111111,Positive
"When Islam teaches not dating, but the beginning of dating is considered normal",0.15,Positive
I can't imagine the mba for 3 years to live his life must be tortured so much,0.16818181818181818,Positive
This is really bad,-0.6999999999999998,Negative
You are careful if you hang out Naudzubillah Mindzalik,-0.1,Negative
"your permission, hopefully it can be helped",0.0,Neutral
Look,0.0,Neutral
"Again, the viral banten is always with a scandal 😂",0.0,Neutral
Astaghfirullah 😢😢😢😢 Severe,0.0,Neutral
Spill ig and photos of the perpetrators,0.0,Neutral
If it really escapes the bondage of the law. Really this Pandeglang,0.2,Positive
In gas mang,0.0,Neutral
Move forward sir ..,0.0,Neutral
Should be above 10 years,0.0,Neutral
Keeping on brother 🔥,0.0,Neutral
Don't forget to continue to support the victim's attorney team from LBH RB,-0.07500000000000001,Negative
Representative tuh 😮,0.0,Neutral
Porn Revenge Pandeglang Banten case,0.0,Neutral
I think that in overtime batur doank seagrass viral karak in up horeng ngalaman oc in overtime ... hopefully good things will soon be revealed to be able to get justice as fairly as amen,0.6333333333333333,Positive
Let's tag who knows he can help him,0.0,Neutral
Right if the viral is different again the story,0.14285714285714285,Positive
All people around people,0.0,Neutral
"Continue to keep the news, don't get like Mario's case, just handcuffs can be released like that 😂",0.0,Neutral
"The period must be viral first and then work right, hadeh. work without monitoring",0.26785714285714285,Positive
why is it always a woman who is the victim ours,-0.07500000000000001,Negative
Please act your members,0.0,Neutral
Please be piped for the future of the victim,-0.037500000000000006,Negative
Viral Pandeglang Case,0.0,Neutral
Upload in the tank to make it crowded,0.0,Neutral
Justice must be upheld and must be followed up until the court's decision issued a verdict decision against the perpetrators.,0.0,Neutral
Oww enemy my case again wkwwkw,0.0,Neutral
Bismillah,0.0,Neutral
"Hopefully in the future it will be launched, let's go, greet the victims, hopefully the situation will improve soon. Hopefully the family is always given health and strength!",0.0,Neutral
"For neighboring countries the legal case must be viral first and then handled well, if in Indonesia it is certainly transparent. Law in Indonesia is Badebest",0.22142857142857142,Positive
"cases involving unscrupulous prosecutors in Pandeglang, Banten Province",0.0,Neutral
"Must be revealed first, usually, ask for help, so that the case is completely integrated",0.03333333333333333,Positive
the severe law of the perpetrators as heavy as the heavy !!!!!!,-0.4814697265625,Negative
"Nyampe also to Pandeglang this Revenge Porn mode. Another mun of the slave of the official Mah Mereun Geus, a house in Sieta",0.0,Neutral
"Investigate the prosecutor's thorough. This is a serious case, ma'am",-0.3333333333333333,Negative
This is no longer a man 😠😠,0.0,Neutral
Please help,0.0,Neutral
"Please, ma'am",0.0,Neutral
"Very evil oath is not human anymore, animal!",-0.5,Negative
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
Have to wait for the viral first .. 😪😪😪 Sadly the law of the state of Konoha blunt ..,-0.125,Negative
"Our honorable mother is how the sequel is mom? Isn't it tired and ashamed of a case like this, yesterday my brother who was killed by his ex -boyfriend, and this happened again in my beloved area, Kab. Pandeglang, with the same thing, only this is still alive and the first to die tragically, will it end like that too? Tlg in the same act do not silence all the same people in the eyes of the law, yes only now the one who is different from you have power and money is not. Thank you",0.040909090909090895,Positive
Mr. 🙏,0.0,Neutral
His name is gasebagus behavior😢,0.0,Neutral
Objection of the name to be a backfill 😂,0.0,Neutral
Greetings in the Sports at Detention Center Bang😄,-0.1,Negative
"Even though the former child is a DLH, the governor's child is severe if it is not severely punished, if necessary, it is neute",0.0,Neutral
"Just dead law, min",-0.2,Negative
Is Kejari concurrently a psychologist? 🥲,0.0,Neutral
"is peaceful ?? how come it's like that ?? Don't you know the Korbanya high school anyway ?? This is how the crt is the thing, I don't know, it's really good ... the most sring is like that. the law is bcndaa then",0.40249999999999997,Positive
Kumaha Barudakk,0.0,Neutral
original?,0.375,Positive
The perpetrator's account is not bang?,0.0,Neutral
Yes,0.0,Neutral
the givate account ga ics 🔥,0.0,Neutral
That's right,0.2857142857142857,Positive
Emg lately the Pandeglang case is definitely sexual and sexual,0.2333333333333333,Positive
"@(null), yes, he is private but he's a person",0.0,Neutral
official child,0.0,Neutral
h,0.0,Neutral
Report members of the council,0.0,Neutral
so that they are helped by them,0.0,Neutral
It seems that if the brother who is also the problem is quickly resolved.,0.3333333333333333,Positive
Please attempt for the alleged prosecutor in Pandeglang,-0.1,Negative
org which one he,0.0,Neutral
This is the IG. ?,0.0,Neutral
Eeee Alwi Other Fathur Bangcatttt,-0.125,Negative
I'm serious about reading the comments MLH not reading Reply'an Gni got,-0.3333333333333333,Negative
Strong bangeeeeet children who are extraordinary 3 years you know ...,0.3833333333333333,Positive
the perpetrator at home or not? Just follow the netizen pandeglang after that,0.0,Neutral
the educated one in understanding the knowledge of his knowledge. Just losing money and positions. Finally mangut jdi tail,0.0,Neutral
Not me sis,0.0,Neutral
@ velvetxandy I am also the same as the admin and a lot of behaviors after the child's child's turn to get hit by the case later apologize to cry again ... It's his turn to do the mistakes so you don't have a heart ..,0.0,Neutral
Fake,-0.5,Negative
"Already, sir, I don't have to take care of it, just know and just be a listener, the important thing is not to be loved by yourself and doesn't involve you too.",0.55,Positive
"It's better to read it again, make it a habit to read. Threatened on the porn video if you don't want to be in the same condition, the girl is forced to be a girlfriend she (the guy who raped her).",0.06666666666666665,Positive
Read LG Bang. The perpetrator memamksa victim to be his girlfriend in a trap using video. The victim was made unconscious,-0.07500000000000001,Negative
Iqra .. read ... I am surprised to make emotions,0.1,Positive
Ngeyeel,0.0,Neutral
"Gas, sir, btw tutor check beirunga please😂",0.0,Neutral
"Hahaha Check Blue is common, check red and white. Life of Justice is complete if necessary caged the age of the lives of the perpetrators so that there is no more 4n*1n9 4n*1n9 more that roaming !!!",0.08072916666666667,Positive
Hhaahaha instead of dizzy thinking about life bang 🤣🤣🤣,0.0,Neutral
I used to know the rice centong bang so it's a bit tacky,0.0,Neutral
want to loud but gimnaya wkwk,0.1,Positive
te can open the doc,0.0,Neutral
"Pandeglang City, Kota Million Viral",0.0,Neutral
"bang hotman please check, bro, who knows, can help",0.0,Neutral
Let's Help Up Virally,0.0,Neutral
🙌🙌,0.0,Neutral
"Jiijikk really see the face of the perpetrator, ..",0.2,Positive
"The case must be escorted and min, if not later the case is the same as the village head yesterday ...",0.0,Neutral
"Finally, in UP as well, hopefully soon can be justice for the victim's MBA. And for the perpetrators alias Alwi Husen Maolana immediately got a heavy punishment !!!!",-0.18776041666666665,Negative
sad really astigafirullah .. please help sir thoroughly investigated the victim 😢,-0.125,Negative
"General permission, please make attention",0.05000000000000002,Positive
"Gas weh if you play the judges, you can't be forced to play judge together",-0.30000000000000004,Negative
his face is like a owl's nest,0.0,Neutral
mostly eat illegal money,0.0,Neutral
Hopefully the law is not blunt up and upwards down. Hug far for the victim. ❤️,-0.04351851851851853,Negative
Candidation Suitable !!!!!!! 🔥🔥🔥🔥🔥🔥🔥🔥 Greater !!!!!!,1.0,Positive
"If the perpetrators are not punished with the universe even though there are already many evidence must be questioned, the enforcement of justice is still working according to the oath or not?",0.5,Positive
How are you Pandeglang?,0.0,Neutral
This is really bad this psychiatric naudzubillahmindzalik😢😢,-0.6999999999999998,Negative
"You have money, you have the power like you don't have material on the opponent",0.0,Neutral
Pandeglang again ..... 🤦🤦🤦🤲,0.0,Neutral
"This is never dim, now I have been up to up again ... but before before the face of the guy was blurred, and had time to defend himself ...",-0.05,Negative
Psychopath wkwk,0.0,Neutral
Haaaaah cases of ordinary dating WTF bro really until ngancem especially in spreading the video rape and have been 3 years still considered to be an ordinary dating case? Damn is really a reason that makes no sense at all,-0.10000000000000002,Negative
Please help Bang Hotman,0.0,Neutral
Let the law of social media that apply to stop the netizens' fingers will make the perpetrators and their families ashamed of 7 derivatives,0.03333333333333333,Positive
Jancook Lanangan Opo Ikuuu,0.0,Neutral
Not yet after the case yesterday ehh now there is more O Allah 😌,0.5,Positive
"alealwii__ can't mention the IG set, please this is his good child",0.7,Positive
"Poor Sitetehnyaaa 😢😢, the strong is Teeeh. Hopefully the HUKJM will be processed with fairness. Aamiiin",0.016666666666666635,Positive
please help sir 😢,0.0,Neutral
"Sad, yeah",-0.5,Negative
Help up to be heard with the law🔥,0.0,Neutral
Proof that the 5th principle is indeed there.,0.0,Neutral
Try photos of the perpetrators displayed who knows someone will meet on the road can just be invited to drink coffee,0.0,Neutral
Viral,0.0,Neutral
Law fairly,0.7,Positive
The son of a former official,0.0,Neutral
"Really, just justice for women, it's like it, is it necessary to have a demonstration like last month so that the prosecutor's office? Mentang, the child is a good child, so much about the women, dipped here and there, so I really live using parents' money, because parents have the title, you can't be hit? Don't do most of the behavior in the world mh really good shayyy helllowwww what if you die tomorrow ??",0.30454545454545456,Positive
"Revenge porn I immediately checked on Google Min Kmaren what it means, eh Mimin just appeared ... then the KMren case has finished with the hope that the perpetrator will be in charge of his actions or what min ??",0.0,Neutral
Kawal then bang Kudel 👏,0.0,Neutral
"Hopefully soon to get justice. Even if it's not today, hopefully in the hereafter. Spirit 😊😊😊",0.0,Neutral
Pres Idolaaa Kudel 😘😘,0.0,Neutral
Info,0.0,Neutral
"The prosecutor will be offline gais without being replaced, not a girl prosecutor hahaha",0.2,Positive
Weh the Riski became a lawyer 👏🔥,0.0,Neutral
Aje is sagging the coup,0.0,Neutral
Sad original 😢,-0.0625,Negative
"Hopefully later the one who gets the karma's wife and children with your mother, bro",0.0,Neutral
"I feel hurt, I don't know, even though it's not the closest person.",0.0,Neutral
"Try to Eta, Eta, pretentious censorship, kabatan mun nukaritu bae naon menen, the nyaho kabeh jelema, the censorship of min ,, saha still admina ieu?!",-0.375,Negative
need to be guarded uncle to get viral,0.4,Positive
"You have to wait for the viral first time, just come together hmm",0.25,Positive
Please help the victim's family,-0.07500000000000001,Negative
For 3 years lo. Really sick,-0.7142857142857143,Negative
KER LETTERS INDUNGNA NGAVE TAWON JENG SARANG2 NA😎,0.0,Neutral
"Last night chatting with those who knew the perpetrators, he said naturally the victim did not get justice because the perpetrators' parents had power in Pandeglang. Oh God ..",0.008333333333333331,Positive
"Who don't have Twitter, can check on your account 😢",0.0,Neutral
"Acting in Baturan Lalaki Skirt Maen Physical MH, Teboga Polo",0.0,Neutral
ytta just say my long time,-0.05,Negative
"He said the state of law, but how come ????? Cuakkk",0.0,Neutral
"Mentang ""the guy is an official former official, the police don't dare to go to the court for the girl ??",0.0,Neutral
"Inhaled on the earth boarding house, Komo in Aherat Eta slave.",0.0,Neutral
Should immediately report to the Central Kejari or Komnasham and Komnas Perempuan Pusat,0.0,Neutral
Give you a dream for the cwe !!!,0.0,Neutral
Here is the IG guys please who want to make a friendly friendship to this parasite 😃,0.375,Positive
please help up min,0.0,Neutral
"Tag in pineapple, tell your heart ""on the jkt, many people are crazy",-0.04999999999999999,Negative
PDG Viral NU Garoreng Bae Wonder Aing,0.0,Neutral
Hopefully your brother can help so that law enforcers can be literate about the law 🙌,0.0,Neutral
I have to get a viral heula to get Pandeglang deui Bae!,0.0,Neutral
F,0.0,Neutral
No Viral No Justice. Let's viral dear netizens. Cc bang,0.0,Neutral
Please help violently for the future of the victim,-0.2916666666666667,Negative
"in brow, mom, prosecutors buset",0.0,Neutral
"Hese is Ari money Jeng Power Nu Talking Mah, especially the function of the Prosecutor Dessy Eta Non? Until you invite your katu outside the victim ... using the sale of the boss? Ges in Sabrahara Brak? Until Sakitu Na! Until Nyah Na Na's sister No Whatsapp victim with the pretext of writing wrong no WA at the prosecutor's office .. haha ​​how funny it is that with that person like that? Make original shame",0.019531250000000007,Positive
"""Kawalkawal guys, if not escorted by Kaga, it will be rejected guy"". CC:",0.0,Neutral
Which netizen is there a new assignment to be up,0.13636363636363635,Positive
"We are a rule of law, the law is not in favor of anywhere, they want to have a taste in uniform when wrong, then love is fair, small communities also need a court when any trial is transafaran so that the community is not suudzon.",0.11249999999999999,Positive
I know the girls are very sorry 🥺🥺,-0.65,Negative
"You know that officials can not intervene in the realm of judicial, but try to be helped. Pan Mrs. Dispeut with her teaching mother, often one frame together. Try to read the uttara on Twitter first. Sorry ma'am.",-0.125,Negative
well read this geh,0.0,Neutral
Ale Ketar Ga Le Le,0.0,Neutral
"yes, ma'am, just stay quiet",0.0,Neutral
Finally it is up,0.0,Neutral
Hope of the perpetrator na😂,0.0,Neutral
"Mi Chat, Mas cheap, don't check out, ""all the chicken hahaha, right",0.07142857142857144,Positive
"Netizens try to find out that the face is not one, usually smart netizens are smart",0.21428571428571427,Positive
kumaha sir lawyer? SUGNESS INTEREST? 🤭,0.0,Neutral
Do you have to viral first?,0.25,Positive
"Every opening social media, all violence to women average. See the pain chest or huuhu🥺🥺",-0.058333333333333334,Negative
"Please help ndan, prof",0.0,Neutral
"Worse, this is",-0.4,Negative
Monitor,0.0,Neutral
Bawakeun Shaman Naon Jong Ti Sumur,0.0,Neutral
Great Kuari Pandeglang Casena.😢,0.8,Positive
up bro,0.0,Neutral
Bang,0.0,Neutral
Sadly with the law of justice in Konoha (RIP),-0.5,Negative
Crazy evil really anjr🥹,-0.46666666666666673,Negative
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
Report the Commander,0.0,Neutral
"No viral ,, no justice ... !!!",0.0,Neutral
"You have money, you have power 😅😄",0.0,Neutral
"Well, now, I have to go viral first and then the satset, sad 😢",-0.125,Negative
I am sure the family of the perpetrators must be very embarrassed. I hope we are protected from bad things like this,3.700743415417188e-17,Positive
Mandatory Rimba Law!,0.0,Neutral
Badiabbb,0.0,Neutral
"The law is made according to the agreement, when it has been passed into merchandise 😂",0.0,Neutral
"Which Pandeglang is still roaming the tsk 😎,",0.0,Neutral
"Molestation ko is blurred, is it because the family of the perpetrators of people is respected?",0.0,Neutral
The perpetrator's family is also up to be ashamed until the crown,0.0,Neutral
"Law for life, horrified there are people like this",0.0,Neutral
Huhhh he is not a child of a former official !! Try to be geh the officials of the Pandeglang Kejari Acting pretentious to choose the nose because of the child batur,-0.09999999999999999,Negative
Investigate thoroughly!,0.0,Neutral
New pyral dlu law runs🔥,0.13636363636363635,Positive
Dog animal,0.0,Neutral
"How come the reading is annoying that the motivation to move on, is very ridiculous. The victim was destroyed and the victim's klwrga, the BKN was immediately processed and punished as heavy as the culprit. In fact, telling to forgive and let it go. The process is also the person who asks for this sprti",-0.31666666666666665,Negative
How do you do it?,0.0,Neutral
not that easy brody,0.43333333333333335,Positive
😂 Soap opera 😂,0.0,Neutral
Your citizens please take care of,0.0,Neutral
Excuse me? Your behavior and language are just like animals !!,-0.078125,Negative
"Sad, see it",-0.5,Negative
"Punten, if a thief admits it's the same if it won't admit it eh😂",0.0,Neutral
Moal comments Aing lah. Rec. Istigfar wae,0.0,Neutral
"Want to move on too, give motivation too, the real you have money you have power",0.2,Positive
His name is Alwi Husen Maolana,0.0,Neutral
Already padlocked the account,0.0,Neutral
"At FB Rame, his parents were officials who were victims of the perpetrators",0.0,Neutral
"Open the Twitter link that admin Pandeglang loves, obviously there is a name.",0.0,Neutral
Okay thanks cuy 🙌,0.35,Positive
"there must be, but the ones who go up to this case, who can be tantrum, are so that there is no sin, the prosecutor has told the victim to the victim,",-0.07500000000000001,Negative
"When threatening the victims of pretentious dashing, but IG is private, calm there is a cellphone number, distory",1.850371707708594e-17,Positive
"Wow, it's really a lot of men, even 😂",0.15000000000000002,Positive
What is his son who is a child really like that,0.2,Positive
Akupadu Mas,0.0,Neutral
"the santri mah santri, the ulama mah ulama ... the name of the city of santri is because many boarding schools do not mean everything is pious bang 😂",0.21875,Positive
agree hahahaha,0.2,Positive
h,0.0,Neutral
"The culprit was caught, sir, only the trial process was tough",-0.19444444444444445,Negative
TPINDI PRIVATE ACCOUNT ..,0.0,Neutral
"Not use, bro, the police and court are subject to the money of the perpetrators' money, the oath is very disgusted by the law enforcement group SNA! Book "", 3 years you are tortured",-0.5833333333333334,Negative
Kawall guys,0.0,Neutral
Excellent,1.0,Positive
Oh slave kidul nyh a,0.0,Neutral
Tegar is also the same as DAM,0.0,Neutral
Sabarr Sabar Lurr .. Saha the Eta SBNR Na?,0.0,Neutral
Bangcatt ceunah got,0.0,Neutral
Sakola is high but the brain,0.16,Positive
Udh in Japri right 😂😂😂😂😂,0.2857142857142857,Positive
Hilarious,0.5,Positive
"there are those who check mah at the DIKTI Accounting Untirta A, but Urang Teberani says for sure",0.5,Positive
move into civilian,0.0,Neutral
Sir,0.0,Neutral
"Ramein please. If the iron bars are unable to punish the perpetrators, social sanctions should be able to provide lessons for my palace even though they are not worth what they are doing.",-0.029166666666666667,Negative
Alwi's name bro,0.0,Neutral
maybe it means the IG account spill 🙌,0.0,Neutral
"Who knows anyone knows IG brother ""and his mother? Let us be friendly.",0.375,Positive
btw his father is dead but not yet made a deed of death min wkwkwkwk,-0.2,Negative
MHASIWA D3 Accounting that has been on leave from 2021,0.0,Neutral
he admits this,0.0,Neutral
"Yes, that means the girl, the girl wants to be not rape, wkwkw",0.2,Positive
Hahaha,0.2,Positive
You're her friend Alwi ye,0.0,Neutral
"First, logically",0.25,Positive
"Read it geh, you are forced to tell you to be a girlfriend if you don't want a video to spread, read everything, just commented",-0.30000000000000004,Negative
His guy spreads immoral content without the approval of the victim and his goal to threaten the victim has not been again the perpetrators of the victim's gaslight to commit suicide etc.,-0.07500000000000001,Negative
I suspect you are the perpetrators' friends and take part in the rape of the victim,-0.07500000000000001,Negative
"Yes, right, but if you discuss about ‘want to want to be a*saan’ you, it seems like it is salpak alias wrong stalls. Because in this case, the girl is a victim of a rapist and a victim of P*Rn Revenge.",-0.09107142857142858,Negative
. Gassskeunn ​​lahhh using pete or jengkol nieee 🤣🤣🤣🤣,0.0,Neutral
"Seriously, sis, I got the shipment, and check the blue Sis Yusuf who taught 😂",-0.16666666666666666,Negative
nitipp bang😂😂,0.0,Neutral
"Meta verification is permanent. You can also check blue,",0.0,Neutral
"Try your ninja goy, it's goying near the ears of the culprit 😂",0.1,Positive
Life Persib ... !!!,0.0,Neutral
Ngakak Aing😂,0.0,Neutral
here Pandeglang is Pandeglang again 😢,0.0,Neutral
fried geh he is alwiiiii loba jinggggy style in my attraction netizens mah meky ...,0.0,Neutral
Alm Kadis lh said yo,0.0,Neutral
up,0.0,Neutral
up,0.0,Neutral
Ril Cuy? His face was pickpocketed,0.0,Neutral
"Yes, Btul, I got the info from Twitter Sumber Dri Kaka victim and other netizens. Indeed, he's the face of the brandal",-0.1,Negative
"I still don't understand the biodata, the last slide majoring in accounting, which you are in the Story of Civil Engineering",0.0,Neutral
"Info Confusion Many Different Sources In essence, doi children untirta majors do not know specifically. Check my story again to see some of the victim's post",0.14166666666666666,Positive
"Thank you, bro, I read it until it's finished, it's really sorry, God 😢🙏",-0.5,Negative
"MasyaAllah, I help pray from here, bro, for victims, hopefully the problem will be finished quickly and get justice that is worth 🙏🙏",0.31666666666666665,Positive
Astaghfirullah ...,0.0,Neutral
6 years? Why the tydyd isn't cut off 🔥,0.0,Neutral
"Wow, I don't know that problem. KN there is a prosecutor who demands a judge who decides. But we have to be as heavy as asking without having to view fur",-0.05,Negative
wih the style is lalolo😂,0.0,Neutral
"Just friendship first to the social media, 😁",0.14166666666666666,Positive
listen.,0.0,Neutral
Gaps the account,0.0,Neutral
"join in cilegon, greetings sports",0.0,Neutral
Is it true ?,0.35,Positive
he said this is true?,0.35,Positive
"If you don't want to get protection, sis? Hahaha",0.2,Positive
oh ok 😅,0.5,Positive
help up,0.0,Neutral
Bang,0.0,Neutral
"How about the response, sir",0.0,Neutral
I can't imagine the feelings of Kaka and her parents 😢,0.0,Neutral
BAKATTT,0.0,Neutral
"I have to do anything first and then move straight. If you don't move, just like it 🤣",0.225,Positive
Si Alwi Anj ... 🙂,0.0,Neutral
Is this what was discussed yesterday?,0.0,Neutral
Viral 🔥🔥🔥🔥🔥,0.0,Neutral
How come this is the law now😢,0.0,Neutral
Trending on twitter min,0.0,Neutral
Severe si,0.0,Neutral
Face ngeelin 😂,0.0,Neutral
Ceremmmm,0.0,Neutral
It turned out that the benglet beki neki ngewe 🤣🤣🤣,0.0,Neutral
Pandeglang is really handsome,0.5,Positive
Up up,0.0,Neutral
"Face ""mokondo is mah",0.0,Neutral
"Not only the beach is dirty, but ...",-0.3,Negative
"Let's vialine, so that the case is finished soon🔥🔥🔥",0.0,Neutral
Gubrak Malumaluin the campus is really njir ..,0.2,Positive
Astaghfirullah 😢,0.0,Neutral
do you know?,0.0,Neutral
Netizens have to intervene,0.0,Neutral
"I want to tripe the catfish mustache you Alwi uses a lawn piece of machine,",0.0,Neutral
Pandeglang Rasa Ponorogo,0.0,Neutral
LGI warm warm,0.6,Positive
Hopefully I can meet him in the field 😌,0.0,Neutral
What ex -official child do you think hmmm🤔🤔,0.0,Neutral
Wow,0.1,Positive
Greetings sports,0.0,Neutral
Org mh spil the video don't have the case,0.0,Neutral
Do not pass the culprit even if the child is an official,0.0,Neutral
Already up in toktok eh even deleted with the apk even though it's already 42.9k who watched the comments too much🥺🥺,0.0,Neutral
"It hurts so much, there must be a threat and fear, yes, Neng ... therefore for 3 years, why not dare to speak up usion up, very necessary psychological assistance for the victim's mental health, and protection against the victims' families. Hopefully the perpetrators get what should be appropriate without looking at the background of the perpetrator's family. Please must be complete",0.08928571428571429,Positive
Guard until complete 🔪🔪,0.1,Positive
Soon I will also ask for forgiveness,0.0,Neutral
"Need help, sir",0.0,Neutral
Direct tags of the Banten Polda people😂,0.1,Positive
Boss Official Child !!,0.0,Neutral
"O God is very bad, hopefully the perpetrators will get a heavy punishment. May our children always be protected by Allah. Very scary events like that",-0.5866666666666666,Negative
Buyan,0.0,Neutral
Kawal Terussss until complete,0.1,Positive
Anjinggggg child,0.0,Neutral
"Pap, hehe",0.0,Neutral
"Social sanctions have gotten, otw legal sanctions, just waiting for the hereafter sanctions.",0.11666666666666667,Positive
Faces with the same behavior as a mess,-0.0875,Negative
read geh,0.0,Neutral
The torture of hell is a hell for people who protect the suspect.,0.0,Neutral
"It's really a kid, yteam, annoying.",-0.30000000000000004,Negative
"Viralkan, demand and get justice as fair as fair 🔥🔥",0.7,Positive
Pdhl student. But insolent cuuaakksss,0.0,Neutral
"VIRALL, the process must be fast",0.2,Positive
What should be viral in my child,0.0,Neutral
Astagfirullah my mouth,0.0,Neutral
Woyy justice stands,0.0,Neutral
OPET,0.0,Neutral
duh the student is famous,0.1,Positive
Ahhh elahhh pile amaat,0.0,Neutral
"sir, please victim. Give a sense of Administration.",-0.07500000000000001,Negative
"If you have been caught, please leave the balm geliga that is hot and hot in cream, then give it to prison for one cell with him 👌",0.25,Positive
"Please help, sir",0.0,Neutral
Free official children .. so ruling hahhahaha anjinggggg,0.4,Positive
Whose victim is,-0.07500000000000001,Negative
😮,0.0,Neutral
"I hope Bang, Bang@ahmadsahroni88",0.0,Neutral
Going to prison seems to be finished the child is finished with the head of the room every night 😂😂😂,0.0,Neutral
Here is the spil,0.0,Neutral
"Sir, please case",0.0,Neutral
"Wow this is severe ... it must be up to keep the castration, don't just say that the money can be safe",0.3,Positive
Dih Gatau embarrassed anj,0.0,Neutral
"It turns out that Pandeglang is not only the road that is damaged, but the government is also 😢",0.0,Neutral
"Yukkk vialine, thoroughly investigate the case",0.0,Neutral
"Don't blame the city, blame the human mindset and certain elements. Stay safe and be smart girl ❤️",0.23214285714285715,Positive
Astaghfirullah,0.0,Neutral
The face of the perpetrator is in my sg,0.0,Neutral
Just cut the dow ... so that you can give up you can't feel pleasure anymore,0.0,Neutral
the response,0.0,Neutral
ULESSSSS IHHHH 😂😂😂,0.0,Neutral
Ayoo guard,0.0,Neutral
Paranin. Where the village is the perpetrator,0.0,Neutral
"Greetings, don't you meet on the road because it's really a child",0.2,Positive
"Very complex, curanmor, potholes, criminal acts such as complete 😂, dizzy not slow ""just the driver negative news continues every day when is positive news capee",-0.08753246753246754,Negative
The rape is very BUASSS,0.2,Positive
"Viral first, in investigation later",0.125,Positive
"I see in PDDIKTI, the status is gone",0.0,Neutral
"Can people be like this, just mutated to Mercury?",0.0,Neutral
Psychopath,0.0,Neutral
"Pandeglang residents are increasingly troubling, only yesterday the murder case of PKE Closet 😮",0.0,Neutral
"Astaghfirullah, hopefully the victim will get justice🥺",-0.07500000000000001,Negative
"The status of students when the behavior is not educated, wkwk",0.0,Neutral
Hadeh Pulu Puluuuuu,0.0,Neutral
"There is a papah money loved, no papah money is told to go home",0.7,Positive
3 years? The comfort is mah.knp not reported from the beginning of the incident. The problem is spread later. GMN wants to spread if the culprit is arrested. Reported quietly to the family. Arrest. to the authorities,0.037500000000000006,Positive
Please help sir,0.0,Neutral
Mentang2 ank officials there is no further action sii kn sm² human shrs adill :),0.15,Positive
Pandeglang again,0.0,Neutral
Sing Arane Alwi Tukan Nyepot,0.0,Neutral
Astaghfirullah how come it's this bad?,-0.6999999999999998,Negative
What's wrong with Untirta Indah😢,-0.5,Negative
😢😢😢,0.0,Neutral
Must get a punishment that is worth it,0.3,Positive
help bang,0.0,Neutral
Many layered articles that can be imposed on the perpetrators help parties related to the guard of this case closely so as not to be repeated to others.,0.25,Positive
Need to be honed by his brain,0.0,Neutral
Laguan Song Children of Officials! Don't choose to give the police just arrest the police,-0.05,Negative
Alwi pig,0.0,Neutral
"sir, please up",0.0,Neutral
Want to tag lamtur. But can't 😢,0.0,Neutral
Famous right ... savage😂,0.39285714285714285,Positive
Info Ketangkep Circhesion Min,0.0,Neutral
The importance of moral education,0.0,Neutral
"As a result of his son's actions, his parents' wealth was investigated by the KPK. 😂. Examples that have already ... 🗿, the son of the official Bosss Senggol, please",0.0,Neutral
Waduuuuuh,0.0,Neutral
"too back the background, until I forgot to be what to be, (human)",0.0,Neutral
"Ning Untirta Parani, are you hiding Bocae?",0.0,Neutral
it's too much ... I got a lot of articles for sure ... please help uncle ..,0.35,Positive
"What will really look wrong, and what's wrong will look right is the end of time all of the money",-0.1285714285714286,Negative
Try min jaluk no wa the perpetrators or spil ig are Arep dolan kih,0.0,Neutral
Greetings in the middle finger for the Waste Dynasty 🔥🔥🔥,-0.1,Negative
"Watch out for bisi in my thump, to the toilet,",-0.03333333333333333,Negative
Spil Alwinya social media account,0.03333333333333333,Positive
Investigate,0.0,Neutral
Just info is the location of the boarding house etc. Bear so much so I can get friendly hehe,0.2875,Positive
"As usual, blunt upward",-0.25,Negative
Looks like a rich set*n alass,0.375,Positive
Pajuh Maung Jelema Kitumah,0.0,Neutral
Gebuki ae,0.0,Neutral
College but not braid!,0.0,Neutral
Mirissss,0.0,Neutral
Sorry :(,-0.625,Negative
Spil Bintakinnya Min Min I want to get a nail nail in the stomach of the perpetrator 🔥,0.0,Neutral
Sikaat,0.0,Neutral
repent bib,0.0,Neutral
Help viral on Hotman Paris or in Teh Novi directly handled without further ado,0.05,Positive
Pndngngng again why is it,0.0,Neutral
It is suspected that the Pandeglang Kejari is heavier to the suspect,0.0,Neutral
&🤣,0.0,Neutral
"The prosecutor protects the dog predator, but",0.0,Neutral
😢,0.0,Neutral
I believe in Mr. Mahfud,0.0,Neutral
ready or you want to help the case in the city next to sir,0.1,Positive
